Sr No.,Utterance,Speaker,Emotion,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,Dialogue Act
261,Unless you wanna practice the Foxtrot again? Or-or the Tango?,Joey,neutral,25,5,4,4,"00:20:56,713","00:21:00,716",o
262,": Ahh, thanks but no. You see I-I think Im ready to dance with girls.",Mr. Treeger,neutral,25,6,4,4,"00:21:01,093","00:21:09,350",o
263,Okay.,Joey,neutral,25,7,4,4,"0:21:08,100","0:21:08,742",ag
264,: Yeah.,Mr. Treeger,neutral,25,8,4,4,"0:21:08,742","0:21:09,402",b
265,Go get em Treeger.,Joey,neutral,25,9,4,4,"00:21:09,601","00:21:11,852",c
266,": Right. Hey, ahh, you wanna come? Marge has a girlfriend.",Mr. Treeger,neutral,25,10,4,4,"00:21:16,275","00:21:19,860",q
267,Really?,Joey,surprise,25,11,4,4,"00:21:21,029","00:21:22,113",b
268,": Yeah, you could dance real good with her, shes the same size as me.",Mr. Treeger,neutral,25,12,4,4,"00:21:22,364","00:21:24,991",ans
269,"No, Im good.",Joey,neutral,25,13,4,4,"00:21:25,367","00:21:26,867",dag
270,"Oh God, this is so nerve wracking! How-how do you do this?",Ross,surprise,26,0,5,18,"00:09:41,414","00:09:44,958",q
271,"Well, unfortunately, I don't get many callbacks so",Joey,neutral,26,1,5,18,"00:09:45,126","00:09:48,128",ans
272,Is it a good sign that they asked us to hang around after the audition?,Carol,surprise,26,2,5,18,"00:09:49,046","00:09:51,715",q
273,Who knows?,Joey,neutral,26,3,5,18,"00:09:51,882","00:09:53,508",s
274,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.",The Casting Director,neutral,26,4,5,18,"00:09:55,219","00:10:02,976",s
275,Yes!! I knew it!! Bye-bye! So long! Later!,Ross,joy,26,5,5,18,"00:10:03,144","00:10:13,403",g
276,Oh this is great! I might actually get to play Ben's dad!,Joey,joy,26,6,5,18,"00:10:15,281","00:10:17,824",s
277,Yeah!,Ross,joy,26,7,5,18,"00:10:17,824","00:10:18,743",b
278,"Actually, that can't happen.",The Casting Director,neutral,26,8,5,18,"00:10:18,743","00:10:20,243",dag
279,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.",The Casting Director,neutral,26,9,5,18,"00:10:20,411","00:10:25,665",o
280,So it'll be either you two or you two.,The Casting Director,neutral,26,10,5,18,"00:10:25,833","00:10:28,585",o
281,"Man, this is gonna be kinda weird.",Joey,sadness,26,11,5,18,"00:10:29,920","00:10:35,508",dag
282,"Yeah, it is.",Ross,neutral,26,12,5,18,"00:10:32,757","00:10:35,508",ag
283,"No, we-we're gonna be like best friends, that's why it's gonna be weird.",Ross,neutral,26,13,5,18,"00:10:40,514","00:10:44,142",o
284,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.",Monica,sadness,27,0,5,24,"00:20:18,592","00:20:24,805",o
285,"Okay, all right, all right, all right! Okay! Okay, here's something, here's something blue and new.",Chandler,joy,27,1,5,24,"00:21:04,763","00:21:11,060",ag
286,Please!,Ross,anger,28,0,4,15,"0:19:16,989","0:19:19,201",oth
287,Are you kidding?,Ross,anger,28,1,4,15,"0:19:19,201","0:19:19,673",q
288,"I-I hurt three huge men, I gave a guy a bloody noseI mean I-Im not proud of it but, I really am.",Ross,anger,28,2,4,15,"0:19:19,673","0:19:19,821",s
289,"And its all because of you, wonderful, amazing you.",Ross,joy,28,3,4,15,"00:19:27,916","00:19:29,917",o
290,I think youve got concussion.,Emily,fear,28,4,4,15,"00:19:30,085","00:19:34,839",o
291,"No, no, Im serious. Thank you.",Ross,joy,28,5,4,15,"00:19:35,007","00:19:37,592",dag
292,Youre welcome. Im sorry. Did I hurt you?,Emily,fear,28,6,4,15,"00:19:38,802","00:19:46,142",q
293,"Its worth the pain. Yknow what, you know what? Its not.",Ross,sadness,28,7,4,15,"00:19:47,728","00:19:50,021",ans
294,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,Monica,surprise,29,0,9,23,"00:08:23,586","00:08:31,426",o
295,"I do! Want a hint? huh? ""I do"" ""I do"".",Chandler,joy,29,1,9,23,"00:08:26,839","00:08:31,426",s
296,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.",Monica,neutral,29,2,9,23,"00:08:40,228","00:08:43,188",o
297,David is going to propose to Phoebe.,Chandler,joy,29,3,9,23,"0:08:44,083","0:08:45,668",s
298,What? Why?,Monica,surprise,29,4,9,23,"0:08:45,668","0:08:48,470",q
300,"Chandler, we have talked about this.",Monica,anger,29,6,9,23,"00:08:54,575","00:08:56,952",s
301,You are not supposed to give people advice!,Monica,anger,29,7,9,23,"00:08:57,119","00:08:59,871",c
302,Now couldn't you just have made some sort of inappropriate joke?,Monica,anger,29,8,9,23,"00:09:01,541","00:09:04,209",o
303,I,Chandler,neutral,29,9,9,23,"00:09:04,377","00:09:06,503",oth
304,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,Monica,anger,29,10,9,23,"00:09:09,924","00:09:16,555",s
305,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone",Monica,anger,29,11,9,23,"00:09:16,722","00:09:26,356",o
306,"Man, that's some",Chandler,surprise,29,12,9,23,"00:09:24,146","00:09:26,356",oth
307,"Oh, that's not what you want...",Ross,neutral,29,13,9,23,"00:30:29,953","00:30:38,126",s
308,"This is my father, Paul Stevens. Dad, this is Ross Geller.",Elizabeth,neutral,30,0,6,21,"00:04:19,342","00:04:23,262",s
309,It-its great to meet you Paul.,Ross,joy,30,1,6,21,"00:04:23,429","00:04:25,847",g
310,I usually prefer Elizabeths boyfriends to address me as Mr. Stevens.,Paul,neutral,30,2,6,21,"00:04:26,015","00:04:29,476",o
311,"Of course, of course, Mr. Stevens.",Ross,neutral,30,3,6,21,"00:04:30,812","00:04:33,021",ag
312,"So Ross, what your problem?",Paul,anger,30,4,6,21,"00:04:33,189","00:04:37,901",q
313,Eh-whExcuse me?,Ross,surprise,30,5,6,21,"00:04:39,862","00:04:41,113",ans
314,Why cant you get a girlfriend your own age?,Paul,anger,30,6,6,21,"00:04:41,281","00:04:43,282",q
315,Thats funny. Umm. Its not funny.,Ross,fear,30,7,6,21,"00:04:43,992","00:04:52,374",ans
316,I,Paul,neutral,30,8,6,21,"00:04:49,706","00:04:52,374",oth
317,Okay.,Ross,neutral,30,9,6,21,"0:04:52,542","0:04:52,844",oth
318,"I can, I can see that.",Ross,neutral,30,10,6,21,"0:04:52,844","0:04:55,338",s
319,"Umm, but I think if you give me umm, one chance I can, I can change your mind.",Ross,fear,30,11,6,21,"00:04:55,461","00:05:00,799",o
320,Okay.,Paul,neutral,30,12,6,21,"0:05:00,967","0:05:01,779",ag
321,What?,Ross,neutral,30,13,6,21,"0:05:01,779","0:05:03,485",q
322,Okay. Ill give you one chance to change my mind. You got one minute.,Paul,anger,30,14,6,21,"00:05:03,594","00:05:09,057",ans
323,Daddy!,Elizabeth,surprise,30,15,6,21,"00:05:10,101","00:05:11,977",oth
324,"Oh well, its not on TV yet.",Joey,neutral,31,0,6,22,"00:04:32,563","00:04:35,774",s
325,"Well, then its not on the wall yet.",The Dry Cleaner,neutral,31,1,6,22,"00:04:35,942","00:04:38,110",s
326,"Okay, fine, I will bring you a tape, huh?",Joey,neutral,31,2,6,22,"00:04:39,779","00:04:43,865",s
327,"So umm, now do you have any of Matt Lauers clothes here? Maybe? Just ones that havent been cleaned yet?",Phoebe,neutral,31,3,6,22,"00:04:44,534","00:04:50,372",q
329,Ooooohh!,Joey and Chandler,surprise,32,0,1,12,"00:10:59,992","00:11:01,034",oth
330,"Oh yeah, I'm sure. And all of a sudden his hands weren't the problem anymore.",Phoebe,neutral,32,1,1,12,"00:11:01,202","00:11:14,005",o
331,Was it...?,Monica,surprise,32,2,1,12,"00:11:18,386","00:11:19,487",q
332,"Oh, boy scouts could have camped under there.",Phoebe,neutral,32,3,1,12,"00:11:19,595","00:11:22,097",ans
333,"""Ooo,"" what?",Rachel,surprise,32,4,1,12,"0:11:24,225","0:11:26,687",q
334,Uma Thurman.,Phoebe,neutral,32,5,1,12,"0:11:26,687","0:11:26,829",ans
335,Oh!,Monica,surprise,32,6,1,12,"0:11:26,936","0:11:28,021",oth
336,The actress!,Ross,surprise,32,7,1,12,"0:11:28,021","0:11:28,166",s
337,Thanks Rach.,Ross,neutral,32,8,1,12,"00:11:31,023","00:11:32,732",g
338,So what are you gonna do?,Chandler,surprise,32,9,1,12,"0:11:34,652","0:11:35,824",q
339,You have to tell her!,Ross,joy,32,10,1,12,"0:11:35,824","0:11:36,658",o
340,You have to tell her!,Ross,joy,32,11,1,12,"00:11:36,779","00:11:39,531",o
341,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!",Ross,anger,32,12,1,12,"00:11:36,779","00:11:43,076",o
342,Guys?,Ross,anger,32,13,1,12,"0:11:39,699","0:11:40,033",oth
343,Guys?,Ross,anger,32,14,1,12,"0:11:40,033","0:11:43,147",oth
344,"Oh, yeah, you have to tell her.",Chandler,neutral,32,15,1,12,"00:11:43,244","00:11:45,120",ag
345,Feminist issue. That's where I went!,Joey,neutral,32,16,1,12,"00:11:45,287","00:11:46,788",s
346,She is gonna hate me.,Phoebe,fear,32,17,1,12,"00:11:48,833","00:11:50,083",o
347,"Yeah, well...",Ross,neutral,32,18,1,12,"00:11:50,251","00:11:51,251",oth
328,Will you marry me?,Chandler,fear,33,0,6,24,"00:03:44,724","00:03:49,102",q
329,Its the big night! We wanted to wish you good luck!,Joey,joy,33,1,6,24,"00:04:01,741","00:04:03,951",s
330,"Yeah, yeah you have the ring?",Ross,neutral,33,2,6,24,"00:04:04,118","00:04:06,286",q
331,"Yeah, right here in my pocket. Pheebs?",Chandler,neutral,33,3,6,24,"00:04:04,118","00:04:13,085",ans
332,Oh! Oop!,Phoebe,surprise,33,4,6,24,"00:04:11,459","00:04:13,085",oth
333,"Okay, now will you guys get out of here? I want this is to be a surprise and shes gonna know.",Chandler,neutral,33,5,6,24,"00:04:15,713","00:04:19,508",o
334,Yeah-yeah you guys. Get out of here!,Ross,neutral,33,6,6,24,"00:04:19,676","00:04:22,302",ag
335,Hi guys.,Monica,neutral,33,7,6,24,"00:04:23,805","00:04:26,306",g
336,You are beautiful.,Chandler,joy,33,8,6,24,"00:04:28,142","00:04:32,020",o
337,"Oh, thank you! Whats going on?",Monica,joy,33,9,6,24,"00:04:37,402","00:04:44,616",q
338,Were just reallyvery excited about this charity event that we have to go to.,Rachel,neutral,33,10,6,24,"00:04:39,570","00:04:44,616",ans
339,"Okay umm, Ross?",Rachel,neutral,34,0,5,23,"00:14:24,321","00:14:25,500",oth
340,"I'm-I'm really warm, so I'm going to be taking off my sweater.",Rachel,neutral,34,1,5,23,"00:14:24,321","00:14:28,992",s
341,"Now, I'm just letting you know that this is",Rachel,neutral,34,2,5,23,"00:14:29,201","00:14:32,500",s
342,Yep! That's hilarious!,Ross,joy,34,3,5,23,"00:14:37,918","00:14:40,086",o
343,I'm sorry. I'm done. I'm done.,Rachel,neutral,34,4,5,23,"00:14:40,921","00:14:42,922",ap
344,"Y'know, last night was embarrassing for you too.",Ross,neutral,34,5,5,23,"00:14:43,132","00:14:46,259",s
345,"No, not really. I mean you've seen me naked hundreds of times.",Rachel,neutral,34,6,5,23,"00:14:46,468","00:14:48,386",dag
346,Uh-huh. But it was a first for the rest of my building.,Ross,neutral,34,7,5,23,"00:14:48,386","00:14:49,386",s
347,"Okay. All right, that's true! But y'know I just don't embarrass that easily.",Rachel,neutral,34,8,5,23,"00:14:48,596","00:14:51,389",o
348,What?! You totally get embarrassed!,Ross,surprise,34,9,5,23,"00:14:51,599","00:14:53,725",q
349,"No, I don't! Ross, I think I'm just a more secure person than you are.",Rachel,neutral,34,10,5,23,"00:14:53,934","00:14:58,521",ans
350,Is that so?,Ross,neutral,34,11,5,23,"0:14:58,731","0:14:59,732",q
351,Yeah.,Rachel,neutral,34,12,5,23,"0:14:59,732","0:15:00,469",ans
352,Hey lady! I don't care how much you want it! Okay?! I am,Ross,disgust,34,13,5,23,"00:15:02,234","00:15:06,029",s
353,I cant believe it!,Phoebe,surprise,35,0,7,9,"0:21:24,783","0:21:26,494",s
354,I did it!,Phoebe,joy,35,1,7,9,"0:21:26,494","0:21:27,676",s
355,I rode a bike!,Phoebe,joy,35,2,7,9,"0:21:27,676","0:21:28,010",s
356,I never thought Id be able to do that!,Phoebe,joy,35,3,7,9,"0:21:28,120","0:21:30,342",o
357,Thank you Ross.,Phoebe,joy,35,4,7,9,"0:21:30,342","0:21:31,300",g
358,"Oh hey, dont thank me, thank yourself. Youre the one who faced her fears and ultimately overcame them.",Ross,joy,35,5,7,9,"00:21:31,456","00:21:37,837",s
362,"Hey, both you guys should be up there with me.",Ross,neutral,36,0,4,22,"00:21:05,681","00:21:08,724",o
363,"I mean, you two are-are my I mean, Im lucky to have just one good",Ross,neutral,36,1,4,22,"00:21:08,892","00:21:15,356",s
364,Thanks man.,Chandler,neutral,36,2,4,22,"00:21:17,192","00:21:19,068",a
365,I gotta go check something over here.,Joey,neutral,36,3,4,22,"00:21:20,821","00:21:23,281",s
366,What a baby.,Chandler,sadness,36,4,4,22,"0:21:28,287","0:21:28,999",s
367,Total wuss!,Ross,sadness,36,5,4,22,"0:21:28,999","0:21:30,933",oth
391,"Okay, we have a lot of options here, a number of prototypes for you to try on.",Monica,neutral,37,0,7,19,"00:15:41,857","00:15:46,694",s
392,Wow! This looks great!,Joey,joy,37,1,7,19,"00:15:47,529","00:15:48,905",a
393,"Yeah! Okay, this one is a mushroom cap. Umm, this one is made of bologna.",Monica,joy,37,2,7,19,"00:15:49,073","00:15:53,910",s
394,And-and-and-and-and the toothpicks?,Joey,disgust,37,3,7,19,"00:15:54,078","00:15:56,871",s
395,You kissed another woman!,Monica,anger,38,0,8,2,"00:20:20,844","00:20:23,012",s
396,Call it even?!,Chandler,neutral,38,1,8,2,"0:20:24,598","0:20:25,660",oth
397,Okay!,Monica,joy,38,2,8,2,"0:20:25,660","0:20:26,370",oth
398,"Well, Im gonna go get these in some water.",Ross,neutral,38,3,8,2,"0:20:32,522","0:20:34,983",s
399,Wait you stole those from these peoples wedding?,Phoebe,surprise,38,4,8,2,"0:20:34,983","0:20:37,385",q
400,"No-no, I took them from the hotel lobby.",Ross,neutral,38,5,8,2,"00:20:37,611","00:20:41,989",ans
401,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.",Ross,anger,38,6,8,2,"00:20:37,611","00:20:45,743",s
402,Hey!,Ross,surprise,38,7,8,2,"0:20:49,081","0:20:49,582",g
403,My sweater!,Ross,surprise,38,8,8,2,"0:20:49,582","0:20:51,192",s
404,Ive been looking for this for like a month!,Ross,surprise,38,9,8,2,"00:20:54,002","00:20:57,004",s
405,Oh my God!!,Phoebe,surprise,38,10,8,2,"00:21:01,843","00:21:03,719",oth
406,Oh my God!,Joey,surprise,38,11,8,2,"00:21:10,811","00:21:12,395",oth
407,Happy?! Is that what Im supposed to be Vic? Happy?,Kate,anger,39,0,3,19,"00:11:00,868","00:11:03,912",q
408,"Well, why dont you tell me what youre supposed to be!",Joey,anger,39,1,3,19,"0:11:05,623","0:11:07,515",q
409,Huh?,Joey,surprise,39,2,3,19,"0:11:07,515","0:11:08,269",b
410,Because I sure as hell cant figure it out!,Joey,anger,39,3,3,19,"00:11:08,376","00:11:10,835",s
411,I talk to you and nothin.,Joey,anger,39,4,3,19,"00:11:11,003","00:11:13,421",s
412,"You look at me, and its nothin.",Joey,anger,39,5,3,19,"0:11:13,589","0:11:15,258",s
413,Nothing.,Joey,anger,39,6,3,19,"0:11:15,258","0:11:16,114",oth
414,"Tasty! Im really starting to feel like you guys have a history, its-its nice.",The Director,joy,39,7,3,19,"00:11:23,057","00:11:30,021",o
415,I have a question about this scene.,Kate,neutral,39,8,3,19,"0:11:30,189","0:11:31,941",s
416,Yes?,The Director,neutral,39,9,3,19,"0:11:31,941","0:11:32,589",ag
417,"Well, I dont understand why Adriennes attracted to Victor.",Kate,disgust,39,10,3,19,"00:11:32,692","00:11:37,112",q
418,"Peel the onion. First of all, hes good looking.",The Director,neutral,39,11,3,19,"00:11:37,279","00:11:43,743",ans
419,Yeah.,Joey,neutral,39,12,3,19,"00:11:42,535","00:11:43,743",ag
420,I think my characters gonna need a little bit more of reason than that.,Kate,neutral,39,13,3,19,"00:11:43,911","00:11:46,955",o
421,"Oh, hey, how about this one.",Joey,neutral,39,14,3,19,"00:11:47,123","00:11:50,375",s
422,"Ah, its says so in the script!",Joey,anger,39,15,3,19,"00:11:47,123","00:11:59,467",s
423,"Y'know ah, I-I dont know why my character likes you either, I mean it says in the script here that youre a bitch.",Joey,anger,39,16,3,19,"00:11:53,295","00:12:02,929",s
424,It doesnt say that in the script.,Kate,anger,39,17,3,19,"0:12:00,177","0:12:02,529",s
425,It does in mine!,Joey,anger,39,18,3,19,"0:12:02,529","0:12:02,973",s
426,I cant,Phoebe,anger,40,0,8,4,"00:04:36,859","00:04:40,237",dag
427,Yeah! You gotta tell a girl before you tape her. Such a rookie mistake.,Joey,anger,40,1,8,4,"00:04:40,405","00:04:43,532",o
428,Yknow who has a great video camera?,Chandler,neutral,40,2,8,4,"0:04:47,996","0:04:50,008",q
429,Greg and Jenny?,Phoebe,neutral,40,3,8,4,"0:04:50,008","0:04:51,709",ans
430,Do you still wanna call em? I wanna call em.,Monica,neutral,40,4,8,4,"0:04:52,417","0:04:54,879",q
431,Lets call em.,Chandler,neutral,40,5,8,4,"0:04:54,879","0:04:55,020",ans
432,Yeah! Ask them if they brought their friends any souvenirs!,Joey,joy,40,6,8,4,"00:04:55,169","00:04:57,421",s
433,Hello? Eighth street deli?,Monica,neutral,40,7,8,4,"00:05:04,095","00:05:06,471",g
434,"Hey, hang up! You get food poisoning just talkin to that place.",Joey,disgust,40,8,8,4,"00:05:06,681","00:05:10,726",s
435,"Uh sorry, wrong number.",Monica,fear,40,9,8,4,"0:05:10,977","0:05:12,187",ap
436,Here you go.,Chandler,neutral,40,10,8,4,"0:05:12,187","0:05:14,079",s
437,Hello? Its the deli again!,Monica,surprise,40,11,8,4,"00:05:16,566","00:05:19,609",s
438,All right! Ill have a sandwich!,Joey,joy,40,12,8,4,"00:05:19,777","00:05:21,945",s
439,I dont think this numbers right!,Monica,sadness,40,13,8,4,"00:05:22,864","00:05:24,448",o
440,Oh come on!!,Rachel,sadness,40,14,8,4,"00:05:25,908","00:05:28,118",oth
441,"Gotta go. I miss you too, I love you, but it's getting real late now",Mr. Tribbiani,sadness,41,0,1,13,"00:04:41,281","00:04:49,162",s
442,"Hey Ma. Listen, I made the appointment with Dr. Bazida, and... Excuse me? Did you know this isn't Ma?",Joey,surprise,41,1,1,13,"00:04:45,493","00:04:56,503",q
443,Her name's Ronni. She's a pet mortician.,Mr. Tribbiani,neutral,41,2,1,13,"00:05:05,680","00:05:09,891",ans
444,Sure. So how long you been...,Joey,neutral,41,3,1,13,"00:05:14,147","00:05:18,358",q
445,"Remember when you were a little kid, I used to take you to the navy yard and show you the big ships?",Mr. Tribbiani,neutral,41,4,1,13,"00:05:20,486","00:05:28,994",s
446,Since then?!,Joey,surprise,41,5,1,13,"0:05:25,158","0:05:26,076",q
447,"No, it's only been six years.",Mr. Tribbiani,neutral,41,6,1,13,"0:05:26,076","0:05:29,058",ans
448,I just wanted to put a nice memory in your head so you'd know that I wasn't always such a terrible guy.,Mr. Tribbiani,neutral,41,7,1,13,"00:05:29,203","00:05:34,333",o
449,...Joe.,Mr. Tribbiani,neutral,41,8,1,13,"0:05:37,003","0:05:37,462",oth
450,Y'ever been in love?,Mr. Tribbiani,neutral,41,9,1,13,"0:05:37,462","0:05:39,410",q
451,...I d'know.,Joey,neutral,41,10,1,13,"00:05:41,049","00:05:42,090",ans
452,Then y'haven't. You're burning your tomatoes.,Mr. Tribbiani,neutral,41,11,1,13,"0:05:44,844","0:05:47,514",s
453,You're one to talk.,Joey,disgust,41,12,1,13,"0:05:47,514","0:05:47,871",s
454,"Joe, your dad's in love big time. And the worst part of it is, it's with two different women.",Mr. Tribbiani,neutral,41,13,1,13,"00:05:50,433","00:05:58,648",s
455,Oh man. Please tell me one of 'em is Ma.,Joey,disgust,41,14,1,13,"00:05:55,605","00:05:58,648",o
456,"Of course, course one of 'em's Ma. What's the matter with you.",Mr. Tribbiani,surprise,41,15,1,13,"00:05:58,900","00:06:01,818",s
457,"Everythings gonna be all right. Okay, Dick?",Chandler,neutral,42,0,3,23,"00:21:57,691","00:22:03,237",o
